City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Araceli,10.55,119.99,85.17,70,94,10.65,PH,1595136025
Avarua,-21.21,-159.78,69.8,83,52,5.82,CK,1595135618
Hailun,47.45,126.93,80.55,63,100,7.02,CN,1595136025
Iqaluit,63.75,-68.51,46.4,93,90,3.36,CA,1595135640
Harwich,51.94,1.28,62.01,88,100,5.01,GB,1595136026
Irecê,-11.3,-41.86,66.79,70,29,16.53,BR,1595136026
Bonavista,48.65,-53.11,56.03,66,95,6.08,CA,1595136026
Yellowknife,62.46,-114.35,66.2,55,75,6.93,CA,1595135626
Pontianak,-0.03,109.33,88.72,62,6,4.0,ID,1595136027
Norman Wells,65.28,-126.83,66.2,68,75,12.75,CA,1595135651
Dikson,73.51,80.55,39.38,97,100,8.9,RU,1595135619
Verkhnevilyuysk,63.45,120.32,73.94,40,93,3.87,RU,1595136027
Bowen,-20.02,148.23,75.99,56,40,10.29,AU,1595136028
Laguna,38.42,-121.42,75.0,49,1,6.93,US,1595135845
Pavino,59.11,46.14,63.43,85,100,5.08,RU,1595136029
Shintomi,32.08,131.47,80.6,94,75,12.75,JP,1595136029
Kaitangata,-46.28,169.85,44.01,64,0,3.0,NZ,1595135647
Parnamirim,-5.92,-35.26,69.8,94,41,4.7,BR,1595136029
Aykhal,66.0,111.5,57.2,87,75,4.47,RU,1595135619
Jerantut,3.94,102.36,92.46,51,38,2.28,MY,1595136030
Khuzhir,53.19,107.34,55.9,63,19,5.28,RU,1595136030
Kirensk,57.79,108.11,63.63,48,37,6.15,RU,1595136031
Pizarro,4.95,-77.37,78.28,86,93,3.6,CO,1595135657
Saint-Pierre,-21.34,55.48,70.0,60,90,17.22,RE,1595136031
Cape Town,-33.93,18.42,55.99,93,0,3.36,ZA,1595135330
Amahai,-3.33,128.92,79.74,83,91,10.36,ID,1595136031
Krasnoarmeysk,51.02,45.7,66.99,60,13,3.0,RU,1595136032
‘Āhuimanu,21.44,-157.84,84.2,54,75,21.92,US,1595135496
Thompson,55.74,-97.86,59.0,67,40,5.82,CA,1595135621
Aklavik,68.22,-135.01,46.4,70,90,9.17,CA,1595135644
Matagami,49.75,-77.63,68.0,77,90,5.82,CA,1595136033
Laas,46.62,10.7,54.0,87,5,5.82,IT,1595136033
Coquimbo,-29.95,-71.34,51.8,93,100,6.93,CL,1595136033
Qaanaaq,77.48,-69.36,45.77,77,98,0.16,GL,1595135621
Carnarvon,-24.87,113.63,66.2,42,0,17.22,AU,1595135629
Champerico,14.3,-91.92,80.42,78,2,4.9,GT,1595135666
Beringovskiy,63.05,179.32,47.17,95,99,9.01,RU,1595135623
Bengkulu,-3.8,102.27,85.3,63,57,6.71,ID,1595135647
Faya,18.39,42.45,71.6,40,55,15.9,SA,1595135615
Qarayeri,40.79,46.31,82.4,61,20,6.93,AZ,1595136035
Anadyr,64.75,177.48,55.4,62,12,15.66,RU,1595136036
Bud,39.45,-86.18,80.01,86,52,7.31,US,1595135650
Skellefteå,64.75,20.95,72.0,77,69,6.93,SE,1595136036
Faanui,-16.48,-151.75,75.15,84,70,23.26,PF,1595135633
Birjand,32.87,59.22,82.4,14,0,16.11,IR,1595136037
Ukiah,39.15,-123.21,78.8,39,1,3.36,US,1595136037
Barrow,71.29,-156.79,35.6,80,75,11.41,US,1595135631
Taoudenni,22.68,-3.98,93.51,13,0,6.69,ML,1595135665
Saint Paul Harbor,57.79,-152.41,62.6,72,90,6.93,US,1595135437
Šibenik,43.73,15.91,66.2,59,55,3.36,HR,1595136038
Santiago de Cao,-7.96,-79.24,60.26,88,80,9.71,PE,1595136038
Pisco,-13.7,-76.22,57.99,87,2,3.36,PE,1595135651
Japura,-0.32,102.35,91.69,51,55,3.44,ID,1595136039
Birin,26.89,88.07,67.84,93,100,0.45,NP,1595136039
Henties Bay,-22.12,14.28,63.0,40,0,1.01,NA,1595136039
Tiksi,71.69,128.87,53.56,93,100,5.59,RU,1595135633
Port Macquarie,-31.43,152.92,71.01,54,0,8.3,AU,1595135655
Ginir,7.13,40.7,57.15,73,96,15.75,ET,1595136040
Carson City,39.16,-119.77,75.2,31,1,5.5,US,1595136040
Rocha,-34.48,-54.33,63.91,88,100,10.0,UY,1595136041
Zyryanka,65.75,150.85,74.55,37,3,10.67,RU,1595136041
Ostrovnoy,68.05,39.51,65.59,60,16,15.1,RU,1595136042
Te Anau,-45.42,167.72,44.74,78,0,1.21,NZ,1595135656
Port Elizabeth,-33.92,25.57,48.2,93,0,2.24,ZA,1595135616
Lavrentiya,65.58,-171.0,50.56,68,89,9.31,RU,1595135651
Lázaro Cárdenas,17.96,-102.2,78.67,85,37,3.13,MX,1595135637
Shimoda,34.67,138.95,82.0,78,20,18.34,JP,1595136043
Hanyang,32.14,105.51,95.0,37,32,5.82,CN,1595136043
Jacareacanga,-6.22,-57.75,73.09,71,15,0.69,BR,1595136044
Cidreira,-30.18,-50.21,64.11,86,13,4.74,BR,1595135635
Kangaatsiaq,68.31,-53.46,47.57,70,100,1.34,GL,1595135634
Padang,-0.95,100.35,86.0,74,20,4.7,ID,1595135655
Marovoay,-16.1,46.63,73.4,49,20,12.75,MG,1595136045
Aswān,24.09,32.91,87.46,20,48,10.58,EG,1595136045
Ambilobe,-13.2,49.05,72.18,45,58,4.32,MG,1595136045
Olinda,-8.01,-34.86,73.4,83,40,4.7,BR,1595135653
Leshukonskoye,64.9,45.76,64.89,49,0,2.91,RU,1595136046
Øksfjord,70.24,22.35,59.0,77,99,9.17,NO,1595136046
Srednekolymsk,67.45,153.68,73.4,42,0,10.29,RU,1595135633
Novobirilyussy,56.95,90.67,75.42,39,13,0.65,RU,1595136047
Nísia Floresta,-6.09,-35.21,69.8,94,31,4.7,BR,1595136047
Broome,42.25,-75.83,73.4,69,1,4.7,US,1595135652
Burgeo,47.62,-57.62,58.23,70,99,3.91,CA,1595136048
Tānsen,27.87,83.55,67.06,100,100,2.48,NP,1595136048
Hambantota,6.12,81.12,88.12,61,91,5.95,LK,1595135658
Manzhouli,49.6,117.43,56.97,89,100,7.07,CN,1595136048
Aleppo Governorate,36.25,37.5,76.08,67,0,9.53,SY,1595136049
Buala,-8.14,159.59,84.4,61,29,5.61,SB,1595136049
Saint George,37.1,-113.58,95.0,10,1,5.82,US,1595135424
Mersing,2.43,103.84,87.8,74,20,6.93,MY,1595136050
Talas,38.69,35.55,69.8,64,0,6.93,TR,1595136050
Nantucket,41.28,-70.1,66.2,100,90,9.17,US,1595135390
Dārāb,28.75,54.54,96.82,12,34,11.3,IR,1595136051
Cherskiy,68.75,161.3,72.03,47,0,12.1,RU,1595135632
Kostomuksha,64.57,30.58,68.41,63,46,2.84,RU,1595136051
Kiri Buru,22.08,85.35,87.13,65,100,8.08,IN,1595136052
Nikolskoye,59.7,30.79,71.01,77,100,8.95,RU,1595135620
San Quintín,30.48,-115.95,68.16,81,0,13.13,MX,1595135619
Severo-Kuril'sk,50.68,156.12,53.8,82,69,12.93,RU,1595135625
Cabedelo,-6.98,-34.83,74.73,81,15,11.59,BR,1595136053
Puerto Nariño,-3.77,-70.38,71.02,97,81,1.28,CO,1595136053
Ilulissat,69.22,-51.1,46.4,59,100,1.12,GL,1595135634
Kutum,14.2,24.67,73.98,67,9,8.08,SD,1595135642
Chui,-33.7,-53.46,62.2,92,20,5.77,UY,1595135616
Okato,-39.2,173.88,55.0,79,72,3.0,NZ,1595136054
Kapuskasing,49.42,-82.43,68.0,100,90,6.93,CA,1595135646
Sulangan,11.14,123.72,83.66,70,100,4.45,PH,1595136055
Bandarbeyla,9.49,50.81,82.02,54,92,34.83,SO,1595136055
College,64.86,-147.8,64.4,77,75,10.29,US,1595136055
Ponta do Sol,32.67,-17.1,71.6,73,20,2.24,PT,1595135656
Point Pedro,9.82,80.23,87.76,62,100,2.15,LK,1595136056
Shaowu,27.34,117.48,94.75,48,86,6.55,CN,1595136056
Rørvik,64.86,11.24,55.33,74,98,9.26,NO,1595136032
Ilo,-17.64,-71.34,58.57,83,82,8.52,PE,1595136057
Dothan,31.22,-85.39,80.6,78,1,4.7,US,1595135625
Chokurdakh,70.63,147.92,69.17,32,0,13.31,RU,1595135617
Antofagasta,-23.65,-70.4,55.4,71,90,3.36,CL,1595135463
Baykit,61.67,96.37,63.16,43,30,6.26,RU,1595136057
Sādāt,25.68,83.28,86.0,79,75,6.93,IN,1595136058
Akhtubinsk,48.28,46.17,82.02,43,0,13.0,RU,1595136058
Domoni,-12.26,44.53,74.37,67,26,18.66,KM,1595136058
Kamina,-8.74,24.99,49.03,79,0,5.17,CD,1595136058
Mazagão,-0.12,-51.29,80.6,100,75,4.7,BR,1595136059
Mwaro Province,-3.5,29.67,54.12,69,89,2.33,BI,1595136059
Broken Hill,-31.95,141.43,64.4,27,4,18.34,AU,1595136059
Arman',59.7,150.17,70.03,41,57,9.8,RU,1595135622
Kargala,56.62,83.96,78.01,42,23,1.72,RU,1595136060
Azanka,58.04,64.79,82.22,57,15,4.94,RU,1595136060
Mayo,38.89,-76.51,80.01,83,1,6.11,US,1595136061
Alice Springs,-23.7,133.88,75.2,14,0,11.41,AU,1595135626
Tuatapere,-46.13,167.68,39.0,83,13,3.0,NZ,1595135617
Mabaruma,8.2,-59.78,73.87,98,47,1.95,GY,1595135642
Sinazongwe,-17.26,27.46,56.08,65,0,3.18,ZM,1595136062
Ransang,8.96,117.58,84.27,72,82,3.31,PH,1595136062
Tura,25.52,90.22,83.55,78,91,8.25,IN,1595136062
Dakar,14.69,-17.44,80.6,88,75,9.17,SN,1595135783
Kingseat,56.1,-3.41,51.01,87,39,4.7,GB,1595136063
Kungurtug,50.6,97.52,73.29,22,6,3.87,RU,1595136063
Half Moon Bay,37.46,-122.43,64.99,87,90,8.05,US,1595135621
Kavaratti,10.57,72.64,82.58,78,100,19.46,IN,1595135622
Kamaishi,39.27,141.88,84.2,70,75,4.7,JP,1595136064
Bahir Dar,11.59,37.39,62.94,88,100,5.06,ET,1595136064
Dangtu,31.57,118.49,84.2,83,100,13.42,CN,1595136064
Ohangaron,40.91,69.64,96.8,25,0,4.7,UZ,1595136065
Lahad Datu,5.03,118.33,87.21,60,8,6.26,MY,1595136065
Usinsk,65.99,57.53,56.07,74,93,13.15,RU,1595135669
Nouadhibou,20.93,-17.03,71.38,85,60,20.09,MR,1595136066
Shillong,25.57,91.88,75.2,100,90,1.12,IN,1595136066
Gamba,-2.65,10.0,69.04,93,2,0.4,GA,1595136067
Kavieng,-2.57,150.8,82.51,75,94,6.38,PG,1595135629
Ilebo,-4.32,20.58,65.17,56,69,1.79,CD,1595136067
Kiryat Gat,31.61,34.76,78.01,67,0,2.28,IL,1595135582
Boa Vista,2.82,-60.67,75.2,88,75,2.24,BR,1595136067
Zhangjiakou,40.81,114.88,79.68,27,0,8.79,CN,1595136068
Batouri,4.43,14.37,67.44,98,100,2.84,CM,1595136068
Port Blair,11.67,92.75,85.6,69,65,9.82,IN,1595135640
Lagoa,39.05,-27.98,68.16,79,0,10.47,PT,1595135626
Novyy Svit,47.81,38.02,67.95,68,0,9.93,UA,1595136069
Nhulunbuy,-12.23,136.77,82.4,54,40,14.99,AU,1595136069
Iberia,29.95,-91.75,78.8,88,1,5.82,US,1595136070
Labuhan,-6.88,112.21,87.17,57,0,2.55,ID,1595135628
Brae,60.4,-1.35,51.8,87,77,16.11,GB,1595136070
Meadow Lake,34.8,-106.54,78.8,41,75,25.28,US,1595136071
New Norfolk,-42.78,147.06,60.01,68,35,3.0,AU,1595135619
Khandyga,62.67,135.6,78.46,65,100,4.0,RU,1595136071
Livingston,55.9,-3.52,50.0,87,35,4.7,GB,1595135946
Tooele,40.53,-112.3,77.0,37,1,6.93,US,1595136031
Vilyuysk,63.76,121.62,73.08,44,99,4.05,RU,1595135631
Rāyadrug,14.7,76.87,77.18,80,100,15.64,IN,1595136073
Praia,14.92,-23.51,75.2,78,20,6.93,CV,1595136073
Houma,29.6,-90.72,80.01,100,1,4.18,US,1595136073
Brigantine,39.41,-74.36,78.8,83,1,3.36,US,1595136074
Lachi,33.38,71.34,95.23,38,0,4.45,PK,1595136074
Antsohihy,-14.88,47.99,73.56,52,0,13.82,MG,1595136074
Bartica,6.4,-58.62,73.4,100,20,2.24,GY,1595136075
Kudahuvadhoo,2.67,72.89,79.34,87,100,21.43,MV,1595136075
San Policarpo,12.18,125.51,85.03,66,99,8.32,PH,1595135662
Guarapari,-20.67,-40.5,66.2,93,75,3.36,BR,1595136076
Shingū,33.73,135.98,82.4,74,75,4.7,JP,1595135637
Nelson Bay,-32.72,152.15,68.0,45,0,17.22,AU,1595135922
Souillac,-20.52,57.52,68.0,77,75,12.75,MU,1595135629
Cairns,-16.92,145.77,77.0,50,40,9.17,AU,1595135803
Lebanon,36.21,-86.29,79.0,88,1,3.42,US,1595136051
Wanlaweyn,2.62,44.89,77.56,71,90,20.07,SO,1595136077
Kayerkan,69.35,87.76,59.0,62,52,8.95,RU,1595136077
Isiro,2.77,27.62,66.47,98,100,1.21,CD,1595136078
Vila Velha,-20.33,-40.29,66.99,88,75,1.12,BR,1595135665
Khovd,48.01,91.64,76.75,33,46,5.46,MN,1595136078
Huarmey,-10.07,-78.15,59.4,85,25,6.02,PE,1595135629
Zhangye,38.93,100.45,85.91,13,22,5.86,CN,1595135662
Yenagoa,4.92,6.26,73.83,95,99,3.24,NG,1595136079
Saint-Philippe,-21.36,55.77,69.8,60,90,17.22,RE,1595135636
Namatanai,-3.67,152.43,84.02,68,36,5.95,PG,1595135642
Nome,64.5,-165.41,60.01,76,40,23.04,US,1595135524
Muncar,-8.43,114.33,82.35,71,53,7.27,ID,1595136080
Ahipara,-35.17,173.17,58.14,84,99,13.04,NZ,1595136080
Oussouye,12.48,-16.55,73.4,100,75,2.24,SN,1595136080
Petropavlovsk-Kamchatskiy,53.05,158.65,73.4,53,20,13.42,RU,1595135639
Manzanillo,20.34,-77.12,76.84,88,90,6.58,CU,1595135646
Dingle,11.0,122.67,86.92,66,100,6.49,PH,1595135626
Si Bun Rueang,16.97,102.28,91.53,56,100,4.5,TH,1595136082
Raja,8.46,25.68,65.98,95,100,5.91,SS,1595136083
Xinzhi,36.5,111.7,89.46,22,54,11.9,CN,1595136083
Río Gallegos,-51.62,-69.22,32.0,90,20,8.05,AR,1595135602
Ngama,11.78,17.17,77.36,73,65,8.95,TD,1595136085
Qasigiannguit,68.82,-51.19,46.4,60,100,1.12,GL,1595136085
Puerto Colombia,10.99,-74.95,82.4,88,20,9.17,CO,1595136086
São João da Barra,-21.64,-41.05,66.13,80,0,4.09,BR,1595135627
Ulladulla,-35.35,150.47,66.2,37,37,18.34,AU,1595136087
Sémbé,1.65,14.58,70.18,92,94,1.57,CG,1595136087
Makakilo City,21.35,-158.09,84.2,58,40,9.17,US,1595135659
Svecha,58.28,47.52,65.01,83,100,6.71,RU,1595136088
Fergus Falls,46.28,-96.08,66.99,88,1,10.29,US,1595136088
Karasuk,53.74,78.04,75.6,44,99,10.94,RU,1595136089
Santa Rosa,14.31,121.11,91.99,52,100,12.75,PH,1595136089
Malbork,54.04,19.03,68.0,82,0,1.12,PL,1595136089
Ormara,25.21,64.64,86.81,81,0,9.37,PK,1595136090
Kerema,-7.96,145.78,78.55,85,66,4.81,PG,1595136090
Tautira,-17.73,-149.15,77.0,73,20,4.7,PF,1595135648
Mokrousovo,55.81,66.77,84.07,60,33,3.27,RU,1595136091
Moose Factory,51.26,-80.61,71.6,78,1,6.93,CA,1595136091
Nizhnevartovsk,60.93,76.55,73.4,73,40,8.95,RU,1595136092
Minbu,20.18,94.88,92.84,54,97,10.56,MM,1595136092
Province of Mantua,45.17,10.78,66.0,79,0,1.99,IT,1595136092
Uthal,25.81,66.62,92.89,59,10,5.99,PK,1595136092
Jalu,29.03,21.55,74.59,58,0,9.82,LY,1595135665
Mar del Plata,-38.0,-57.56,50.0,100,90,3.36,AR,1595135358
Ust-Nera,64.57,143.2,56.95,79,100,7.36,RU,1595136094
Port Keats,-14.25,129.55,82.74,43,10,9.08,AU,1595136094
Abhā,18.22,42.51,77.0,27,61,5.82,SA,1595136094
Palmer,42.16,-72.33,72.0,77,1,3.36,US,1595135645
Springdale,36.19,-94.13,78.8,74,1,8.05,US,1595135866
Yar-Sale,66.83,70.83,49.21,90,100,17.07,RU,1595135654
Sergeevka,53.88,67.42,81.46,63,68,6.67,KZ,1595136095
Canary Islands,28.0,-15.5,82.4,28,20,21.92,ES,1595136096
East London,-33.02,27.91,51.8,71,0,5.82,ZA,1595135628
Chancay,-11.57,-77.27,59.0,87,40,6.93,PE,1595136097
Oliver,49.18,-119.55,73.4,49,40,6.93,CA,1595136097
Kamenka,51.32,42.77,64.99,88,0,3.0,RU,1595135622
Black River,18.03,-77.85,82.4,78,100,4.7,JM,1595135646
Naze,28.37,129.48,87.8,74,75,17.22,JP,1595135647
Adrar,20.5,-10.07,89.64,26,26,12.8,MR,1595135642
Morinville,53.8,-113.65,62.01,87,20,4.7,CA,1595136098
Inongo,-1.95,18.27,66.42,82,50,1.25,CD,1595136099
San Patricio,19.22,-104.7,78.89,82,95,4.7,MX,1595135622
Wanaka,-44.7,169.15,39.0,80,0,2.44,NZ,1595136099
Chifeng,42.27,118.96,80.94,27,41,9.6,CN,1595136100
Marsh Harbour,26.54,-77.06,82.35,79,6,14.38,BS,1595136100
Kraainem,50.86,4.47,57.0,93,63,3.36,BE,1595136100
Pacific Grove,36.62,-121.92,59.0,92,18,1.99,US,1595135663
Mogocha,53.73,119.77,68.49,79,89,11.86,RU,1595136101
Den Helder,52.96,4.76,60.01,100,90,5.82,NL,1595136101
Vanderhoof,54.02,-124.02,57.04,75,48,5.75,CA,1595136102
San Luis,-33.3,-66.34,51.3,72,25,7.09,AR,1595136055
Menongue,-14.66,17.69,38.37,76,0,4.27,AO,1595136102
Province of Vibo Valentia,38.7,16.13,71.6,68,3,12.75,IT,1595136103
Pocatello,42.87,-112.45,73.0,26,1,9.17,US,1595136033
Hofn,64.25,-15.21,50.38,66,59,12.03,IS,1595135669
Labuan,5.28,115.24,87.8,79,40,5.82,MY,1595135622
Olovyannaya,50.95,115.57,55.4,91,100,10.92,RU,1595136104
Antón Lizardo,19.05,-95.98,80.01,94,20,4.03,MX,1595136104
Huilong,31.81,121.66,102.99,57,99,1.01,CN,1595136104
Kinablangan,7.69,126.55,85.3,68,28,5.61,PH,1595136105
Bolo,13.79,120.98,87.01,76,100,11.81,PH,1595136105
Altay,47.87,88.12,91.22,15,0,11.14,CN,1595136105
Torbat-e Jām,35.24,60.62,91.69,12,0,23.15,IR,1595136105
Christchurch,-43.53,172.63,52.0,87,52,18.34,NZ,1595135846
Puerto Escondido,15.85,-97.07,80.69,78,9,3.31,MX,1595135621
Tocopilla,-22.09,-70.2,56.68,70,40,6.46,CL,1595136106
Pangnirtung,66.15,-65.71,52.38,70,42,2.73,CA,1595135628
Nador,35.17,-2.93,75.2,83,75,3.27,MA,1595136107
Salinas,36.68,-121.66,62.6,77,90,11.41,US,1595135601
Hualmay,-11.1,-77.61,58.5,85,20,6.08,PE,1595136108
Takoradze,4.88,-1.76,74.52,93,99,8.08,GH,1595136108
Kichera,55.94,110.1,61.75,50,73,2.75,RU,1595136109
Mbaïki,3.87,17.99,67.87,98,75,1.39,CF,1595136109
Gagnoa,6.13,-5.94,69.85,98,64,2.93,CI,1595136109
Manokwari,-0.87,134.08,84.13,69,32,7.54,ID,1595135628
Rosario,-32.95,-60.64,59.0,93,90,6.93,AR,1595136110
Haines Junction,60.75,-137.51,59.41,61,9,5.03,CA,1595135635
Mahemdāvād,22.83,72.77,87.8,74,40,5.82,IN,1595136110
Holovyne,50.47,28.83,64.06,82,7,5.84,UA,1595136111
